filename,question_1a_health_policy,question_1a_confidence,question_1a_explanation,question_1b_ghpl_categories,question_1b_confidence,question_1b_explanation,metadata_extracted,title,doc_type,health_topic,creator,year,country,language,governance_level,overall_confidence,metadata_completeness,processing_time_seconds,processed,error_message
5f4552dc587ad3361e0438d4.pdf,True,0.98,"This is published by the World Health Organization (Organisation mondiale de la Santé), an authoritative global health agency. The document bears WHO ISBN, copyright and contact details and is presented as an official WHO publication.",True,0.98,"The title and contents identify it as a WHO evidence-based 'guide to essential practice' for cervical cancer control (Comprehensive cervical cancer control: a guide to essential practice – 2nd ed.), with chapters, practical fiches and guidance for clinical and public-health interventions. This matches the GUIDELINE category.",True,"La lutte contre le cancer du col de l’utérus: Guide des pratiques essentielles, Deuxième édition",Health Guideline,Cancer,Agency,2017,"Switzerland (WHO, Geneva)",French,,0.955,1.0,26.929023504257202,True,
GBR_B4_9387-2900853-CVD-Outcomes_web1.pdf,True,0.97,"This is an official Department of Health publication (Crown copyright 2013) titled 'Cardiovascular Disease Outcomes Strategy', with a DH Information Reader Box, gateway reference number, contact email, and foreword signed by senior health officials (Secretary of State for Health, NHS CB Chief Executive, PHE Chief Executive). It is directed at NHS commissioners, providers and local authorities and provides guidance for public health and health services.",True,0.92,"This is a national, disease-focused strategy setting goals, priorities and recommended actions to improve outcomes for cardiovascular disease (identifies ten key actions, targets commissioners/providers, and discusses implementation). It therefore fits the 'National Control Plan' / national disease strategy category rather than a narrow clinical guideline or a mere data report.",True,Cardiovascular Disease Outcomes Strategy,National Health Strategy,Cardiovascular Health,Ministry,2013,England,English,,0.945,1.0,29.867868185043335,True,
2017-27762.pdf,True,0.95,This is a U.S. Federal Register notice from the Centers for Disease Control and Prevention (CDC) and NIOSH (HHS agencies). It is an official communication by national public health authorities (government source).,False,0.95,"The items shown are administrative notices: availability of a final National Occupational Research Agenda (research priorities) and a Paperwork Reduction Act notice about the National Survey of Family Growth (data collection). These are research/administrative notices, not a POLICY, LAW, NATIONAL HEALTH STRATEGY, NATIONAL CONTROL PLAN, ACTION PLAN, or GUIDELINE as defined in the GHPL criteria.",False,,,,,,,,,,,7.553610563278198,True,
Hck1ocv.@www.surgeon.fullrpt.pdf,True,0.97,"This is 'Oral Health in America: A Report of the Surgeon General' produced by the U.S. Department of Health and Human Services / U.S. Public Health Service and the National Institute of Dental and Craniofacial Research (NIH). It is an official federal public‑health document authored/endorsed by the Surgeon General and NIH leadership, so it originates from authoritative national health authorities.",False,0.92,"The document is a Surgeon General’s report — an evidence synthesis and national-level assessment with recommendations and a proposed framework for action. It is not a formal policy statement, binding law, national health strategy, disease control plan, implementation/action plan with timelines/responsibilities, nor a clinical practice guideline. Therefore it does not fit any of the six specified GHPL categories.",False,,,,,,,,,,,6.4799182415008545,True,
Final_IDSR_Technical_Guidelines_Final_Version_signed_by_Hon._DG_and_Hon._Minister.pdf,True,0.95,This is an official document produced by the Ministry of Health and the National Public Health Institute of Liberia (national government health authorities) and carries WHO/CDC collaborator references and logos; it is an authoritative public health source intended for national use.,True,0.95,"The title and content identify it as a national technical guideline: ""National Technical Guidelines for Integrated Disease Surveillance & Response"" (published June 2021). This is a formal, evidence-based advisory document guiding public health surveillance and response, fitting the GUIDELINE category rather than a law, policy, or strategy.",True,National Technical Guidelines for Integrated Disease Surveillance & Response,Health Guideline,,Ministry,2021,Liberia,English,,0.931,0.875,22.094948053359985,True,
Db50.pdf,True,0.95,"This brief is published by the National Center for Health Statistics (NCHS), part of the Centers for Disease Control and Prevention and the U.S. Department of Health and Human Services — an official government public health authority. It lists NCHS/CDC authors, methods, and data sources.",False,0.9,"The document is a statistical data brief reporting obesity prevalence and trends (NHANES data). It is a research/data report without policy statements, legal force, national strategy, control plan, action plan, or formal clinical/public-health guidelines, so it does not fit any of the six GHPL categories.",False,,,,,,,,,,,7.9677512645721436,True,
APPG-on-LSC-Work-Programme-MP-handout-1.pdf,True,0.9,Document is from an All‑Party Parliamentary Group (APPG) on Less Survivable Cancers — an entity linked to the UK Parliament (uses parliamentary branding) proposing a parliamentary mini‑inquiry into cancer detection and diagnosis. This places it within the realm of parliamentary/government‑linked health policy activity rather than a commercial or purely academic source.,False,0.95,"This is a proposed work programme / mini‑inquiry plan (meeting schedule, sessions, timelines and topics). It is a committee/meeting work plan rather than a formal policy, law, national strategy, national control plan, action plan for policy implementation, or an evidence‑based clinical/public health guideline. It therefore does not fit the six GHPL categories.",False,,,,,,,,,,,9.870418071746826,True,
Bulk-up-your-meals-cook-islands.pdf,False,0.86,"The leaflet is branded by the Heart Foundation and Pacific Heartbeat (health NGOs/charitable organisations) and appears to be a public education/promotional brochure about nutritious food choices for Cook Islands Maori. It is not from a government ministry, WHO, or other official regulatory health authority and does not present formal policy or legal authority.",False,0.92,"This is patient/public education material (a nutrition flyer/brochure) rather than a policy, law, national strategy, national control plan, action plan, or an evidence-based clinical/public health guideline. It lacks formal policy language, implementation timelines, legal force, or systematic evidence-review structure.",False,,,,,,,,,,,10.057720184326172,True,
Db100.pdf,True,0.98,"This is a data brief published by the U.S. Department of Health and Human Services / CDC National Center for Health Statistics (NCHS), an official national public health agency. It carries CDC/NCHS logos and contact details and presents nationally representative survey results.",False,0.95,"The document is a statistical data brief reporting prevalence and trends (NHIS analysis). It does not set policy goals, legal rules, a national strategy or control plan, an action implementation plan, or provide evidence-based clinical/public-health guidelines, so it does not fit any of the six GHPL categories.",False,,,,,,,,,,,6.58526611328125,True,
2003-141.pdf,True,0.98,"This document is produced by NIOSH/CDC (federal U.S. public health agencies). It bears official logos and provides workplace health recommendations on asbestos exposure, so it is from an authoritative government health source.",False,0.92,"The document is a NIOSH fact sheet providing practical recommendations and worker guidance. It is an informational/educational fact sheet, not a formal policy, law, national strategy, national control plan, action plan, or an evidence-based clinical/public health guideline as defined by the GHPL criteria.",False,,,,,,,,,,,8.542971134185791,True,
Topping-ideas-for-baking.pdf,True,0.75,"This is a consumer-facing nutrition/health brochure from the Heart Foundation (heartfoundation.org.nz), a national non-governmental heart-health charity. While not a government agency, the Heart Foundation is an established health organisation and a recognized authoritative source for heart-health guidance in New Zealand.",False,0.95,"This document is an educational/consumer brochure (topping ideas for baking) — a public information leaflet, not a formal policy, law, national strategy, control plan, action plan, or systematically developed clinical/public‑health guideline.",False,,,,,,,,,,,8.93738055229187,True,
Sacmducs_ccsmmuac_ai-eng.pdf,True,0.95,"This document is published by Health Canada (Health Products and Food Branch) — it bears official Canada/Health Canada branding and describes the Scientific Advisory Committee on Medical Devices Used in the Cardiovascular System, including declarations of affiliations and interests. It is therefore from an authoritative government health source.",False,0.95,"The content is a membership/affiliations and conflict-of-interest summary for an advisory committee. It is administrative/transparency material related to an advisory body and not a POLICY, LAW, NATIONAL HEALTH STRATEGY, NATIONAL CONTROL PLAN, ACTION PLAN, or GUIDELINE. It does not set policy goals, legal rules, national strategy, implementation actions, or clinical practice guidance.",False,,,,,,,,,,,16.153600931167603,True,
5e3a6502951fa21f520330b2.pdf,True,0.95,"This is an official World Health Organization publication (WHO Report on Cancer, 2020). WHO is an authoritative global health agency and the document contains public‑health guidance, recommendations, and an investment case for cancer control, produced by WHO's Department of Noncommunicable Diseases with WHO logos and formal publication metadata.",True,0.85,"Best fit: POLICY. The report defines goals, priorities and recommended actions for cancer control at national and global levels (prioritizing prevention, early diagnosis, financing, capacity building, and key actions). It is not a national law, not a country‑level National Health Strategy or National Control Plan, does not present legally binding text, and is broader than a clinical guideline or an operational action plan with specific timelines/responsibilities, so it most closely matches the GHPL 'POLICY' category.",True,"WHO Report on Cancer: Setting Priorities, Investing Wisely and Providing Care for All",Policy,Cancer,Agency,2020,Switzerland,English,,0.925,1.0,27.447965621948242,True,
ASGM_Ghana_ICA_21052020_web.pdf,True,0.95,"Produced by and for authoritative actors: WHO Country Office for Ghana (WHO logo present), with WHO technical contributors and funding from UNIDO and collaboration with the Ghana Ministry of Health. The document addresses public health institutional capacity and was prepared to inform national public-health strategy work — clearly from official health authorities/UN agencies.",False,0.9,"This is an Institutional Capacity Assessment Report to inform development of a Public Health Strategy on ASGM. It is an assessment/evaluation document, not a formal policy, law, national health strategy, national control plan, action plan, or an evidence-based clinical/public health guideline.",False,,,,,,,,,,,15.208768367767334,True,
38-10-en-2-jiang.pdf,False,0.93,"This is a peer‑reviewed original research article published in an academic journal, authored by university researchers and analysts at ICES and Cancer Care Ontario. It presents population‑based study results rather than an official policy, guideline, law, or government/agency directive.",False,0.94,"The document is an original quantitative research paper describing detection methods, diagnostic intervals and service use. It does not define policy goals, legal rules, a national strategy/control plan, an action plan, or an evidence‑based clinical/public‑health guideline.",False,,,,,,,,,,,14.245382308959961,True,
22_0347.pdf,True,0.95,This article is published in the CDC journal Preventing Chronic Disease (PCD) and includes authors affiliated with the Centers for Disease Control and Prevention (a U.S. federal public health agency). The source is an authoritative national public health institute.,False,0.95,"The document is a peer-reviewed guest editorial/review summarizing a collection of research and programmatic efforts. It is a commentary/research overview, not a formal policy, law, national health strategy, national control plan, action plan, or evidence-based guideline.",False,,,,,,,,,,,6.86375880241394,True,
Db80.pdf,True,0.95,"This brief is published by the U.S. Department of Health and Human Services — Centers for Disease Control and Prevention, National Center for Health Statistics (an official government public health agency). It is therefore from an authoritative health source.",False,0.95,"The document is a statistical data brief reporting trends in twin births (NCHS Data Brief). It does not present a formal policy, law, national strategy, control plan, action plan, or official clinical/public health guideline — it is a descriptive epidemiologic/statistical report.",False,,,,,,,,,,,6.494297742843628,True,
Standardised-recipes-for-canteens.pdf,False,0.9,"This appears to be a public-facing healthy eating / recipe brochure produced by the Heart Foundation (logo present). It is an NGO educational material rather than a government ministry, WHO, national public health institute, or a professional society policy document, so it does not meet the authoritative health source definition used here.",False,0.95,"The content is recipe guidance, checklists and consumer nutrition tips (patient/public education). It lacks the hallmarks of a POLICY, LAW, National Health Strategy, National Control Plan, ACTION PLAN, or formal evidence-based GUIDELINE (no formal approval, legal language, timelines, or systematic evidence review), so it does not fit any GHPL category.",False,,,,,,,,,,,20.29717755317688,True,
Rwanda_NCCP_Final_Signed.pdf,True,0.95,"This is an official Ministry of Health publication (Non-Communicable Diseases Division, Rwanda Biomedical Centre, Ministry of Health, Rwanda) titled “Rwanda National Cancer Control Plan 2020–2024.” It includes ministerial forewords, official logos, publication details and outlines national-level health actions, so it is from an authoritative health source.",True,0.95,"The document is explicitly a National Cancer Control Plan with national-level goals, targets, strategies, implementation actions and timelines for cancer prevention and control. This matches the definition of a NATIONAL CONTROL PLAN.",True,Rwanda National Cancer Control Plan 2020-2024,National Control Plan,Cancer,Ministry,2020,Rwanda,English,,0.95,1.0,27.798467874526978,True,
Kenya-National-Strategy-for-NCDs-2015-2020.pdf,True,0.98,"This is an official government document from the Republic of Kenya Ministry of Health titled 'Kenya National Strategy for the Prevention and Control of Non-Communicable Diseases 2015–2020'. It includes ministerial preface, formal formatting, strategic objectives, and implementation/appendix material — hallmarks of an authoritative national health policy document.",True,0.93,"The document is a national-level strategic plan focused on prevention and control of a specific health problem (non-communicable diseases). It defines vision, goals, strategic objectives and an implementation framework, so it fits the 'National Control Plan' category (disease-specific national strategic plan).",True,Kenya National Strategy for the Prevention and Control of Non-Communicable Diseases 2015-2020,National Health Strategy,Non-Communicable Disease,Ministry,2015,Kenya,English,,0.96,1.0,32.265416383743286,True,
Heartsine-Samaritan-PAD-350P_Brochure.pdf,False,0.95,"This document is a commercial product data sheet for the HeartSine samaritan PAD 350P/360P AEDs (manufacturer/distributor branding and contact details present). It contains technical specifications, features, warranty and distributor contact information, indicating it is from a commercial medical device company rather than an official government, WHO, or professional health policy authority.",False,0.95,"The content is a product brochure/technical specification sheet for an AED. It does not contain policy goals, legal text, a national strategy, control plan, action plan, or evidence-based clinical/public health guidelines. Therefore it does not fit any of the six GHPL categories.",False,,,,,,,,,,,17.047043323516846,True,
Blood-pressure-maori-brochure.pdf,True,0.92,The document carries the Heart Foundation logo and is a public-health material on blood pressure. The Heart Foundation is a recognized national health charity/NGO that produces authoritative cardiovascular health resources (not a commercial or individual source).,False,0.95,"This is a patient education brochure/leaflet (Māori language) about blood pressure and self-management. It does not present a policy, law, national strategy, control plan, action plan, or evidence-based clinical guideline, so it does not fit any GHPL category.",False,,,,,,,,,,,18.373408794403076,True,
GBR_B5_Cancer_fourth_annual_report.pdf,True,0.98,"This is an official joint report from the UK Department of Health, Public Health England and NHS England (logos and letterhead present, ministerial foreword by a Parliamentary Under‑Secretary of State, gov.uk publication, official contact details and Open Government Licence). It is therefore from authoritative national health authorities.",True,0.95,"The document is a national, disease‑specific strategy for cancer (“A Strategy for Cancer – Fourth Annual Report”) that sets goals, priorities (prevention, early diagnosis, treatment), funding and implementation actions and progress against targets (eg. saving additional lives). This matches the definition of a POLICY/strategic document and corresponds to a NATIONAL CONTROL PLAN for a specific disease (cancer).",True,Improving Outcomes: A Strategy for Cancer – Fourth Annual Report,Policy,Cancer,Ministry,2014,England,English,,0.97,1.0,28.170921564102173,True,
NHIA_v2_2_1_09122011.pdf,True,0.92,"Published by NAACCR (North American Association of Central Cancer Registries), a professional association that develops standards for cancer registry data; document includes cooperative CDC support and is intended as an official data/registry standard—an authoritative public‑health professional source.",True,0.95,"The document is explicitly titled and structured as a guideline (NAACCR Guideline for Enhancing Hispanic‑Latino Identification) providing standardized, evidence‑based procedures for registry practice (an advisory/standards document).",True,NAACCR Guideline for Enhancing Hispanic-Latino Identification: Revised NAACCR Hispanic/Latino Identification Algorithm [NHIA v2.2.1],Health Guideline,Cancer,Association,2011,United States,English,,0.97,1.0,28.940070867538452,True,
Report_on_the_Strategic_Response_to_COVID-19_in_the_WHO_African_Region_-_February_to_December_2020.pdf,True,0.95,"This is an official publication of the World Health Organization Regional Office for Africa (WHO AFRO) — titled “Report on the Strategic Response to COVID-19 in the WHO African Region, February–December 2020” — with WHO logos and forewords from WHO Director‑General and Regional Director. That makes it an authoritative health source (WHO/UN agency).",False,0.9,"The document is an after‑action/summary report describing the regional strategic response, activities, lessons learned and recommendations. It is not a formal Policy, Law, National Health Strategy, National Control Plan, Action Plan with concrete timelines/responsibilities, nor an evidence‑based clinical/public health Guideline. Therefore it does not fit any of the six GHPL categories.",False,,,,,,,,,,,14.6895170211792,True,
Mm7308a1-H.pdf,True,0.99,"This is an MMWR (Morbidity and Mortality Weekly Report) article produced by the U.S. Centers for Disease Control and Prevention (U.S. Department of Health and Human Services). MMWR is an official government public health publication and the authors are CDC-affiliated, so the document is from an authoritative health source.",False,0.96,"The document is an epidemiologic surveillance/analysis report presenting data and trends on alcohol-attributable deaths. It does not constitute a formal policy, law, national health strategy, national control plan, action plan, or an evidence-based clinical/public health guideline.",False,,,,,,,,,,,8.76339840888977,True,
Nvs47_03.pdf,True,0.98,"This is a National Vital Statistics Report published by the U.S. Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS) — a U.S. federal public health agency. It is therefore from an authoritative government health source.",False,0.87,"The document is a technical/statistical report describing the change to the Year 2000 population standard for age-adjusting death rates and includes implementation recommendations. It is primarily a data/methods report and does not constitute a POLICY, LAW, NATIONAL HEALTH STRATEGY, NATIONAL CONTROL PLAN, ACTION PLAN, or a clinical/public‑health GUIDELINE as defined by the GHPL categories.",False,,,,,,,,,,,13.752391576766968,True,
Choosing-a-school-food-supplier.pdf,True,0.72,"This document is from the Heart Foundation (heartfoundation.org.nz), a national health-focused non‑governmental organisation that produces public health guidance and works closely with health authorities in New Zealand. It is a credible health NGO source but is not a government ministry or statutory health authority.",False,0.95,"The content is a practical brochure/guide for schools (checklist and tips on choosing an external food supplier). It is public education/materials, not a formal policy, law, national strategy, national control plan, action plan, or an evidence‑based clinical/public health guideline as defined by the GHPL categories.",False,,,,,,,,,,,14.583148956298828,True,
40026.pdf,True,0.9,"This document is a procurement plan for Phase II consultancies related to health services (mentions CEmONC hospitals, PMU/DPMU, and World Bank review), indicating it originates from a government project/health authority and is therefore an authoritative health source.",False,0.85,"The document is a project-level procurement/implementation schedule listing consultancies, costs, and timelines. It does not define policy goals, create legal rules, present a national health strategy or control plan, nor provide clinical/public-health guidelines. It is a procurement/work plan rather than one of the six GHPL document types.",False,,,,,,,,,,,13.453739643096924,True,
Policy_630.00_-_Cardiovascular_Receiving_Center_Criteria_-_07-01-2021.pdf,True,0.95,"Document is an official policy/procedure from the Orange County EMS Agency (county government emergency medical services authority). It includes an agency header, policy number (OCEMS Policy #630.00), and effective date, indicating it is from an authoritative governmental health/EMS source.",True,0.95,"This is a formal agency POLICY: it defines criteria, requirements, roles, and procedures for designation and operation of Cardiovascular Receiving Centers (designation, hospital agreements, data collection, QA). It matches the GHPL 'POLICY' category rather than a law, national strategy, or purely evidence guideline.",True,Cardiovascular Receiving Center Criteria,Policy,Cardiovascular Health,Agency,2021,United States,English,,0.97,1.0,35.520530700683594,True,
24_0501.pdf,True,0.95,"This article is published in the CDC’s journal Preventing Chronic Disease and lists authors affiliated with the Centers for Disease Control and Prevention (a national public health institute), making it an authoritative government/public health source.",False,0.9,"The document is a peer-reviewed guest editorial / commentary and collection overview of research and programs on diabetes prevention and management. It does not contain an official policy, law, national strategy, national control plan, action plan, or formally developed guideline (no implementation timelines, legal authority, or formal evidence‑review guideline structure).",False,,,,,,,,,,,8.629427909851074,True,
Drug-free-workplace-policy.pdf,False,0.95,"This document is an institutional Drug Free Workplace Policy issued by H. Lee Moffitt Cancer Center & Research Institute (an individual hospital/research institute). It is not from a national government, WHO/UN agency, national public health institute, or a professional body with national regulatory authority.",True,0.9,"The content is a formal organizational policy (Drug Free Workplace Policy) that defines rules, procedures, and responsibilities for drug testing and workplace conduct — matching the POLICY category (formal statement setting parameters for action). It is an institutional policy rather than a national-level policy, but it nonetheless fits the POLICY type.",False,,,,,,,,,,,7.345758438110352,True,
Db494.pdf,True,0.95,This is an official NCHS Data Brief published by the Centers for Disease Control and Prevention (a U.S. government public health agency). It is therefore from an authoritative health source (national public health institute).,False,0.9,"The document is a statistical data brief reporting prevalence and disparities in hysterectomy from the 2021 National Health Interview Survey. It does not define policy goals, legal rules, a national strategy or control plan, an implementation/action plan, or evidence-based clinical/public health practice guidelines, so it does not fit any of the six GHPL categories.",False,,,,,,,,,,,7.319892883300781,True,
Cholesterol-pamphlet-hindi.pdf,False,0.9,"The leaflet carries the Heart Foundation logo and the URL heartfoundation.org.nz — a non‑governmental charity/health foundation. It is a public education brochure for patients about cholesterol, not a government, WHO, national public health institute, ministry, or professional society policy document.",False,0.95,"The content is a patient information/education brochure (cholesterol risks, lifestyle tips, questions for clinicians, appointment notes). It does not present a policy, law, national strategy, national control plan, action plan, or formal evidence‑based guideline as defined in the GHPL categories.",False,,,,,,,,,,,19.599181652069092,True,
9vhpv-guidance.pdf,True,0.95,"Document is from the U.S. Centers for Disease Control and Prevention (National Center for Immunization and Respiratory Diseases), references ACIP recommendations and MMWR — an authoritative national public health agency.",True,0.92,"This is CDC/ACIP guidance for vaccination providers about use of 9-valent HPV vaccine — an evidence-based advisory document directing clinical/public-health practice, so it fits the GUIDELINE category.",True,Supplemental Information and Guidance for Vaccination Providers Regarding Use of 9-Valent HPV,Health Guideline,Cancer,Agency,2016,United States,English,,0.955,1.0,24.36233615875244,True,
CAN_B4_CHHS-AP_Realizing.pdf,True,0.99,"This is the Canadian Heart Health Strategy and Action Plan (CHHS-AP), developed at the request of the Government of Canada with involvement from federal bodies (Public Health Agency of Canada, Health Canada) and national professional organizations (Canadian Cardiovascular Society, Heart and Stroke Foundation of Canada, CIHR). It includes a ministerial addressee/foreword and was prepared as a pan-Canadian strategy — indicating an authoritative health policy source.",True,0.98,"This document is a national-level, comprehensive health strategy with an attached implementation/action plan. It sets vision and priorities for cardiovascular health across Canada, includes recommendations, governance proposals, implementation timelines, leads/partners, indicators and cost implications. It therefore fits both the 'National Health Strategy' and 'Action Plan' GHPL categories (national strategy + concrete implementation steps).",True,Realizing Our Vision: Canadian Heart Health Strategy and Action Plan,Action Plan,Cardiovascular Health,Agency,2009,Canada,English,,0.94,1.0,25.82907509803772,True,
23_0352.pdf,True,0.95,This document is published in the CDC journal Preventing Chronic Disease and hosted on a cdc.gov URL; authors include CDC-affiliated investigators. It therefore originates from an authoritative public health agency (US Centers for Disease Control and Prevention).,False,0.95,"This is a peer‑reviewed original research article (qualitative study) describing findings and implementation considerations. It does not constitute a formal policy, law, national strategy, national control plan, action plan, or official clinical/public‑health guideline.",False,,,,,,,,,,,9.776456594467163,True,
WHO_Sierra_Leone_Country_Cooperation_Strategy_2017_2021.pdf,True,0.95,"This is an official WHO publication: ""WHO Country Cooperation Strategy, Sierra Leone, 2017–2021"" (World Health Organization Regional Office for Africa). It carries WHO logo and a foreword by the WHO Regional Director and is an authoritative health agency document.",True,0.85,"The document is a formal strategic/policy document that defines goals, priorities and the parameters for WHO’s engagement with Sierra Leone over 2017–2021. This fits the GHPL ""POLICY"" category (strategic policy/strategy document) rather than a law, clinical guideline, or a narrowly focused control plan.",True,WHO Country Cooperation Strategy 2017-2021: Sierra Leone,Policy,,Agency,2017,Sierra Leone,English,,0.915,0.875,26.773669004440308,True,
USA_B23_S23_2.23_Voluntary_Marketing_Guidelines.pdf,False,0.95,"This document describes the Children’s Food and Beverage Advertising Initiative (CFBAI), an industry-run/voluntary advertising pledge program (part of BBB National Programs/food industry participants). It is not published by a government health agency, WHO/UN, national public health institute, or a professional medical society with official policymaking authority, so it is not an authoritative health source.",False,0.95,"The content is informational about an industry initiative (program description, participant pledges, FAQs, compliance reports and resources). It does not present a formal policy, law, national health strategy, national control plan, implementation/action plan, or an evidence-based clinical/public health guideline as defined by the GHPL categories.",False,,,,,,,,,,,7.229462385177612,True,
